pagina_pdf;codigo;descripcion;aec;ex_aec;regimen_importacion;regimen_exportacion;regimen_fisica;unidad
;;SECCIÓN I;;;;;;
;;ANIMALES VIVOS Y PRODUCTOS DEL REINO ANIMAL;;;;;;
;;Notas.;;;;;;
;;1. En esta Sección, cualquier referencia a un género o a una especie determinada de un animal se aplica también, salvo disposición en contrario, a los animales;;;;;;
;;jóvenes de ese género o de esa especie.;;;;;;
;;2. Salvo disposición en contrario, cualquier referencia en la Nomenclatura a productos secos o desecados alcanza también a los productos deshidratados,;;;;;;
;;evaporados o liofilizados.;;;;;;
;;Nota Complementaria.;;;;;;
;;1. En las subpartidas correspondientes a los Capítulos 1 y 3, las expresiones Reproductores de raza pura, para reproducción o cría industrial, para lidia y para;;;;;;
;;carrera, comprenden los animales considerados como tales por la autoridad nacional competente.;;;;;;
;;CAPÍTULO 1;;;;;;
;;ANIMALES VIVOS;;;;;;
;;Nota.;;;;;;
;;1. Este Capítulo comprende todos los animales vivos, excepto:;;;;;;
;;"a) los peces, los crustáceos, moluscos y demás invertebrados acuáticos, de las partidas 03.01, 03.06, 03.07 o 03.08;";;;;;;
;;"b) los cultivos de microorganismos y demás productos de la partida 30.02;";;;;;;
;;c) los animales de la partida 95.08.;;;;;;
;;Notas Complementarias:;;;;;;
;;1. En la subpartida 0102.2 la expresión “bovinos domésticos” comprende los animales de las especies “Bos primigenius Taurus (Bos Taurus)” y “Bos primigenius;;;;;;
;;Indicus (Bos Indicus)”.;;;;;;
;;2. En las subpartidas 0105.94.00.10 y 0105.99.00.10, la expresión “especímenes de interés genético”, comprende los animales considerados como tales por la;;;;;;
;;autoridad nacional con competencia en materia de agricultura.;;;;;;
;;k) el caucho natural, balata, gutapercha, guayule, chicle y gomas naturales análogas (partida 40.01).;;;;;;
;13.01;"GOMA LACA; GOMAS, RESINAS, GOMORRESINAS Y OLEORRESINAS (POR EJEMPLO, BÁLSAMOS), NATURALES.";;;;;;
;;(POR EJEMPLO, BÁLSAMOS), NATURALES.;;;;;;
;1301.20.00.00;Goma arábiga;4;;4;;;kg
;1301.90;- Los demás:;;;;;;
;1301.90.10.00;Los demás: - Goma laca;4;;4;;;kg
;1301.90.90.00;Los demás: - Los demás;8;;8;;;kg
;13.02;"JUGOS Y EXTRACTOS VEGETALES; MATERIAS PÉCTICAS, PECTINATOS Y PECTATOS; AGAR-AGAR Y DEMÁS MUCÍLAGOS Y ESPESATIVOS DERIVADOS DE LOS VEGETALES, INCLUSO MODIFICADOS.";;;;;;
;;"PECTATOS; AGAR-AGAR Y DEMÁS MUCÍLAGOS Y ESPESATIVOS";;;;;;
;;DERIVADOS DE LOS VEGETALES, INCLUSO MODIFICADOS.;;;;;;
;;1302.1 - Jugos y extractos vegetales:;;;;;;
;1302.11;- - Opio:;;;;;;
;1302.11.10.00;Opio: - Concentrado de paja de adormidera;8;;3,5;3,5;;kg
;1302.11.90.00;Opio: - Los demás;8;;3,5;3,5;;kg
;1302.12.00.00;De regaliz;8;;8;;;kg
;1302.13.00.00;De lúpulo;8;;8;;;kg
;1302.14.00.00;De efedra;8;;3,5;;;kg
;1302.19;- - Los demás:;;;;;;
;1302.19.10;- - - De papaya (Carica papaya), seco:;;;;;;
;1302.19.10.10;Los demás: - De papaya (Carica papaya ), seco: - Presentado en envases acondicionados para la venta al por menor;8;;12;;;kg
;1302.19.10.90;Los demás: - De papaya (Carica papaya ), seco: - Las demás;8;;3,5;;;kg
;1302.19.20;"- - - De semilla de toronja; de semilla de pomelo:";;;;;;
;1302.19.20.10;"Los demás: - De semilla de toronja; de semilla de pomelo: - Presentado en envases acondicionados para la venta al por menor";8;;12;;;kg
;1302.19.20.90;"Los demás: - De semilla de toronja; de semilla de pomelo: - Las demás";8;;3,5;;;kg
;1302.19.30;- - - De Ginkgo biloba, seco:;;;;;;
;1302.19.30.10;Los demás: - De Ginkgo biloba, seco: - Presentado en envases acondicionados para la venta al;al;;;;;
;;por menor 2 12 kg;;;;;;
;1302.19.30.90;Los demás: - De Ginkgo biloba, seco: - Las demás;2;;3,5;;;kg
;1302.19.40;- - - Valepotriatos:;;;;;;
;1302.19.40.10;Los demás: - Valepotriatos: - Presentado en envases acondicionados para la venta al;al;;;;;
;;por menor 2 12 kg;;;;;;
;1302.19.40.90;Los demás: - Valepotriatos: - Las demás;2;;3,5;;;kg
;1302.19.50;- - - De ginseng:;;;;;;
;1302.19.50.10;Los demás: - De ginseng: - Presentado en envases acondicionados para la venta al;al;;;;;
;;por menor 2 12 kg;;;;;;
;1302.19.50.90;Los demás: - De ginseng: - Las demás;2;;3,5;;;kg
;1302.19.60;- - - Silimarina:;;;;;;
;1302.19.60.10;Los demás: - Silimarina: - Presentado en envases acondicionados para la venta al;al;;;;;
;;por menor 14 12 kg;;;;;;
;1302.19.60.90;Los demás: - Silimarina: - Las demás;14;;3,5;;;kg
;1302.19.9;- - - Los demás:;;;;;;
;1302.19.91;- - - - De piretro (pelitre)* o de raíces que contengan rotenona:;;;;;;
;1302.19.91.10;Los demás: - Los demás: - De piretro (pelitre)* o de raíces que contengan rotenona: - Presentado en envases acondicionados para la venta al;al;;;;;
;;por menor 2 12 kg;;;;;;
;1302.19.91.90;Los demás: - Los demás: - De piretro (pelitre)* o de raíces que contengan rotenona: - Las demás;2;;3,5;;;kg
;1302.19.99;- - - - Los demás:;;;;;;
;1302.19.99.1;- - - - - Extracto de uña de gato (Uncaria tomentosa):;;;;;;
;1302.19.99.11;Los demás: - Los demás: - Los demás: - Extracto de uña de gato (Uncaria tomentosa ): - Presentado en envases acondicionados para la venta al por;;;;;;
;;menor 8 12 kg;;;;;;
;1302.19.99.19;Los demás: - Los demás: - Los demás: - Extracto de uña de gato (Uncaria tomentosa ): - Las demás;8;;3,5;;;kg
;1302.19.99.9;- - - - - Las demás:;;;;;;
;1302.19.99.91;Los demás: - Los demás: - Los demás: - Las demás: - Presentado en envases acondicionados para la venta al por;;;;;;
;;menor 8 12 kg;;;;;;
;1302.19.99.99;Los demás: - Los demás: - Los demás: - Las demás: - Las demás;8;;3,5;;;kg
;1302.20;- Materias pécticas, pectinatos y pectatos:;;;;;;
;1302.20.10.00;Materias pécticas, pectinatos y pectatos: - Materias pécticas (pectinas);8;;8;;;kg
;1302.20.90.00;Materias pécticas, pectinatos y pectatos: - Los demás;8;;8;;;kg
;;1302.3 - Mucílagos y espesativos derivados de los vegetales, incluso modificados:;;;;;;
;1302.31.00.00;Materias pécticas, pectinatos y pectatos: - Agar-agar;10;;2E;;;kg
;1302.32;- - Mucílagosyespesativosdelaalgarrobaodesussemillasodelassemillas;;;;;;
;;de guar, incluso modificados:;;;;;;
;1302.32.1;- - - De algarroba o de sus semillas:;;;;;;
;1302.32.11.00;Materias pécticas, pectinatos y pectatos: - Mucílagos y espesativos de la algarroba o de sus semillas o de las semillas - De algarroba o de sus semillas: - Harina de endosperma;8;;8;;;kg
;1302.32.19.00;Materias pécticas, pectinatos y pectatos: - Mucílagos y espesativos de la algarroba o de sus semillas o de las semillas - De algarroba o de sus semillas: - Los demás;8;;8;;;kg
;1302.32.20.00;Materias pécticas, pectinatos y pectatos: - Mucílagos y espesativos de la algarroba o de sus semillas o de las semillas - De semillas de guar;2;;4E;;;kg
;1302.39;- - Los demás:;;;;;;
;1302.39.10.00;Materias pécticas, pectinatos y pectatos: - Los demás: - Carraghenina (musgo de Irlanda);10;;10;;;kg
;1302.39.90.00;Materias pécticas, pectinatos y pectatos: - Los demás: - Los demás;8;;8;;;kg
;;CAPÍTULO 14;;;;;;
;;MATERIAS TRENZABLES Y DEMÁS PRODUCTOS DE ORIGEN VEGETAL, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE;;;;;;
;;Notas.;;;;;;
;;1. Se excluyen de este Capítulo y se clasifican en la Sección XI, las materias y fibras vegetales de las especies principalmente utilizadas para la fabricación de;;;;;;
;;textiles, cualquiera que sea su preparación, así como las materias vegetales trabajadas especialmente para su utilización exclusiva como materia textil.;;;;;;
;;2. La partida 14.01 comprende, entre otras, el bambú (incluso hendido, aserrado longitudinalmente o cortado en longitudes determinadas, con los extremos;;;;;;
;;redondeados, blanqueado, ignifugado, pulido o teñido), los trozos de mimbre, de caña y similares, la médula de roten (ratán)* y el roten (ratán)* hilado.;;;;;;
;;No se clasifican en esta partida las tablillas, láminas o cintas de madera (partida 44.04).;;;;;;
;;3. La partida 14.04 no comprende la lana de madera (partida 44.05) ni las cabezas preparadas para artículos de cepillería (partida 96.03).;;;;;;
;14.01;MATERIAS VEGETALES DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN CESTERÍA O ESPARTERÍA (POR EJEMPLO: BAMBÚ, ROTEN (RATÁN)*, CAÑA, JUNCO, MIMBRE, RAFIA, PAJA DE CEREALES LIMPIADA, BLANQUEADA O TEÑIDA, CORTEZA DE TILO).;;;;;;
;;PRINCIPALMENTE EN CESTERÍA O ESPARTERÍA (POR EJEMPLO:;;;;;;
;;BAMBÚ, ROTEN (RATÁN)*, CAÑA, JUNCO, MIMBRE, RAFIA, PAJA DE;;;;;;
;;CEREALES LIMPIADA, BLANQUEADA O TEÑIDA, CORTEZA DE TILO).;;;;;;
;1401.10.00.00;Bambú;6;;5,6;;;kg
;1401.20.00.00;Roten (ratán)*;6;;5,6;;;kg
;1401.90.00.00;Las demás;6;;5,6;;;kg
;14.04;PRODUCTOS VEGETALES NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE.;;;;;;
;;OTRA PARTE.;;;;;;
;1404.20;- Línteres de algodón:;;;;;;
;1404.20.10.00;Línteres de algodón: - En bruto;6;;5,6;;;kg
;1404.20.90.00;Línteres de algodón: - Los demás;6;;5,6;;;kg
;1404.90;- Los demás:;;;;;;
;1404.90.10.00;Los demás: - Materias vegetales de las especies utilizadas principalmente en la;la;;;;;
;;fabricación de escobas, cepillos o brochas (por ejemplo: sorgo, piasava,;;;;;;
;;grama, ixtle (tampico)), incluso en torcidas o en haces 6 5,6 kg;;;;;;
;1404.90.90.00;Los demás: - Los demás;6;;5,6;;;kg
;;SECCIÓN III;;;;;;
;;"GRASAS Y ACEITES, ANIMALES, VEGETALES O DE ORIGEN MICROBIANO, Y PRODUCTOS DE SU DESDOBLAMIENTO; GRASAS ALIMENTICIAS";;;;;;
;;"ELABORADAS; CERAS DE ORIGEN ANIMAL O VEGETAL";;;;;;
;;CAPÍTULO 15;;;;;;
;;"GRASAS Y ACEITES, ANIMALES, VEGETALES O DE ORIGEN MICROBIANO, Y PRODUCTOS DE SU DESDOBLAMIENTO; GRASAS ALIMENTICIAS";;;;;;
;;"ELABORADAS; CERAS DE ORIGEN ANIMAL O VEGETAL";;;;;;
;;Notas.;;;;;;
;;1. Este Capítulo no comprende:;;;;;;
;;"a) el tocino y grasa de cerdo o de ave, de la partida 02.09;";;;;;;
;;"b) la manteca, grasa y aceite de cacao (partida 18.04);";;;;;;
;;"c) las preparaciones alimenticias con un contenido de productos de la partida 04.05 superior al 15 % en peso (generalmente Capítulo 21);";;;;;;
;;"d) los chicharrones (partida 23.01) y los residuos de las partidas 23.04 a 23.06;";;;;;;
;;e) los ácidos grasos, las ceras preparadas, las grasas transformadas en productos farmacéuticos, pinturas, barnices, jabón, preparaciones de;;;;;;
;;"perfumería, de tocador o de cosmética, los aceites sulfonados y demás productos de la Sección VI;";;;;;;
;;f) el caucho facticio derivado de los aceites (partida 40.02).;;;;;;
;;2. La partida 15.09 no incluye el aceite de aceituna extraído con disolventes (partida 15.10).;;;;;;
;;3. La partida 15.18 no comprende las grasas y aceites, ni sus fracciones, simplemente desnaturalizados, que permanecen clasificados en la partida de las;;;;;;
;;correspondientes grasas y aceites, y sus fracciones, sin desnaturalizar.;;;;;;
;;4. Las pastas de neutralización, las borras o heces de aceite, la brea esteárica, la brea de suarda y la pez de glicerol, se clasifican en la partida 15.22.;;;;;;
;;Notas de subpartida.;;;;;;
;;1. Para la aplicación de la subpartida 1509.30, el aceite de oliva virgen tiene una acidez libre expresada como ácido oleico inferior o igual a 2,0 g/ 100 g;;;;;;
;;y puede distinguirse de las otras categorías de aceite de oliva virgen, según las características establecidas por la Norma 33-1981 del Codex;;;;;;
;;Alimentarius.;;;;;;
;;2. En las subpartidas 1514.11 y 1514.19, se entiende por aceite de nabo (de nabina) o de colza con bajo contenido de ácido erúcico, el aceite fijo con;;;;;;
;;un contenido de ácido erúcico inferior al 2 % en peso.;;;;;;
;15.01;GRASA DE CERDO (INCLUIDA LA MANTECA DE CERDO) Y GRASA DE AVE, EXCEPTO LAS DE LAS PARTIDAS 02.09 O 15.03.;;;;;;
;;AVE, EXCEPTO LAS DE LAS PARTIDAS 02.09 O 15.03.;;;;;;
;1501.10.00.00;Manteca de cerdo;8;;5,6;;;kg
;1501.20.00.00;Las demás grasas de cerdo;8;;5,6;;;kg
;1501.90.00.00;Las demás;8;;5,6;;;kg
;15.02;GRASA DE ANIMALES DE LAS ESPECIES BOVINA, OVINA O CAPRINA, EXCEPTO LAS DE LA PARTIDA 15.03.;;;;;;
;;EXCEPTO LAS DE LA PARTIDA 15.03.;;;;;;
;1502.10;- Sebo:;;;;;;
;1502.10.1;- - Bovino:;;;;;;
;1502.10.11.00;Sebo: - Bovino: - En bruto;6;;5,6;;;kg
;1502.10.12.00;Sebo: - Bovino: - Fundido (incluido el «primer jugo»);6;;5,6;;;kg
;1502.10.19.00;Sebo: - Bovino: - Los demás;6;;5,6;;;kg
;1502.10.90.00;Sebo: - Los demás;6;;5,6;;;kg
;1502.90.00.00;Las demás;6;15E;5,6;;;kg
;15.03;ESTEARINA SOLAR, ACEITE DE MANTECA DE CERDO, OLEOESTEARINA OLEOMARGARINA Y ACEITE DE SEBO, SIN EMULSIONAR, MEZCLAR NI PREPARAR DE OTRO MODO. 8 15E kg;;;;;;
;1503.00.00.00;ESTEARINA SOLAR, ACEITE DE MANTECA DE CERDO, OLEOESTEARINA,;;;;;;
;;OLEOMARGARINAY ACEITE DESEBO, SINEMULSIONAR, MEZCLARNI;;;;;;
;;PREPARAR DE OTRO MODO. 8 15E kg;;;;;;
;15.04;GRASAS Y ACEITES, Y SUS FRACCIONES, DE PESCADO O DE MAMÍFEROS MARINOS, INCLUSO REFINADOS, PERO SIN MODIFICAR QUÍMICAMENTE.;;;;;;
;;MAMÍFEROS MARINOS, INCLUSO REFINADOS, PERO SIN MODIFICAR;;;;;;
;;QUÍMICAMENTE.;;;;;;
;1504.10;- Aceites de hígado de pescado y sus fracciones:;;;;;;
;1504.10.1;- - De bacalao:;;;;;;
;1504.10.11.00;Aceites de hígado de pescado y sus fracciones: - De bacalao: - Aceite en bruto;4;15E;3,5;;;kg
;1504.10.19;- - - Los demás:;;;;;;
;1504.10.19.10;Aceites de hígado de pescado y sus fracciones: - De bacalao: - Los demás: - Presentado en envases acondicionados para la venta al por;;;;;;
;;menor 4 15E 12 kg;;;;;;
;1504.10.19.90;Aceites de hígado de pescado y sus fracciones: - De bacalao: - Los demás: - Los demás;4;15E;3,5;;;kg
;1504.10.90;- - Los demás:;;;;;;
;1504.10.90.10;Aceites de hígado de pescado y sus fracciones: - Los demás: - En bruto;10;;5;;;kg
;1504.10.90.9;- - - Los demás:;;;;;;
;1504.10.90.91;Aceites de hígado de pescado y sus fracciones: - Los demás: - Los demás: - Presentado en envases acondicionados para la venta al por;;;;;;
;;menor 10 12 kg;;;;;;
;1504.10.90.99;Aceites de hígado de pescado y sus fracciones: - Los demás: - Los demás: - Los demás;10;;3,5;;;kg
;1504.20.00.00;Grasas y aceites de pescado y sus fracciones, excepto los aceites de hígado;10;2E;5;;;kg
;1504.30.00.00;Grasas y aceites de mamíferos marinos y sus fracciones;10;;5;;;kg
;15.05;GRASA DE LANA Y SUSTANCIAS GRASAS DERIVADAS, INCLUIDA LA LANOLINA.;;;;;;
;1505.00;GRASA DE LANA Y SUSTANCIAS GRASAS DERIVADAS, INCLUIDA LA;;;;;;
;;LANOLINA.;;;;;;
;1505.00.10.00;Lanolina;8;;8;;;kg
;1505.00.90.00;Las demás;6;;6;;;kg
;15.06;LAS DEMÁS GRASAS Y ACEITES ANIMALES, Y SUS FRACCIONES INCLUSO REFINADOS, PERO SIN MODIFICAR;;;;;;
;1506.00.00.00;LAS DEMÁS GRASAS Y ACEITES ANIMALES, Y SUS FRACCIONES,;;;;;;
;;INCLUSO REFINADOS, PERO SIN MODIFICAR;;;;;;
;;QUÍMICAMENTE. 6 15E 5 kg;;;;;;
;15.07;ACEITE DE SOJA (SOYA) Y SUS FRACCIONES, INCLUSO REFINADO, PERO SIN MODIFICAR QUÍMICAMENTE.;;;;;;
;;PERO SIN MODIFICAR QUÍMICAMENTE.;;;;;;
;1507.10.00.00;Aceite en bruto, incluso desgomado;20E;;5,8;14;;kg
;1507.90;- Los demás:;;;;;;
;1507.90.1;- - Refinado:;;;;;;
;1507.90.11.00;Los demás: - Refinado: - En envases con capacidad inferior o igual a 5 ℓ;20E;;5,8,12;14;;kg
;1507.90.19.00;Los demás: - Refinado: - Los demás;20E;;5,8,12;14;;kg
;1507.90.90.00;Los demás: - Los demás;20E;;5,8,12;14;;kg
;15.08;ACEITE DE MANÍ (CACAHUATE, CACAHUETE)* Y SUS FRACCIONES, INCLUSO REFINADO, PERO SIN MODIFICAR QUÍMICAMENTE.;;;;;;
;;INCLUSO REFINADO, PERO SIN MODIFICAR QUÍMICAMENTE.;;;;;;
;1508.10.00.00;Aceite en bruto;10;20E;5;;;kg
;1508.90.00.00;Los demás;12;20E;5,12;;;kg
;15.09;ACEITE DE OLIVA Y SUS FRACCIONES, INCLUSO REFINADO, PERO SIN MODIFICAR QUÍMICAMENTE.;;;;;;
;;MODIFICAR QUÍMICAMENTE.;;;;;;
;1509.20.00;- Aceite de oliva virgen extra:;;;;;;
;1509.20.00.10;Aceite de oliva virgen extra: - En envases con capacidad inferior o igual a 5 ℓ;10;;5,12;;;kg
;1509.20.00.90;Aceite de oliva virgen extra: - Los demás;10;;5,12;;;kg
;1509.30.00;- Aceite de oliva virgen:;;;;;;
;1509.30.00.10;Aceite de oliva virgen: - En envases con capacidad inferior o igual a 5 ℓ;10;;5,12;;;kg
;1509.30.00.90;Aceite de oliva virgen: - Los demás;10;;5,12;;;kg
;1509.40.00;- Los demás aceites de oliva vírgenes:;;;;;;
;1509.40.00.10;Los demás aceites de oliva vírgenes: - En envases con capacidad inferior o igual a 5 ℓ;10;;5,12;;;kg
;1509.40.00.90;Los demás aceites de oliva vírgenes: - Los demás;10;;5,12;;;kg
;1509.90;- Los demás:;;;;;;
;1509.90.10;- - Refinado:;;;;;;
;1509.90.10.10;Los demás: - Refinado: - En envases con capacidad inferior o igual a 5 ℓ;10;;5,12;;;kg
;1509.90.10.90;Los demás: - Refinado: - Los demás;10;;5,12;;;kg
;1509.90.90.00;Los demás: - Los demás;10;;5,12;;;kg
;15.10;LOS DEMÁS ACEITES Y SUS FRACCIONES OBTENIDOS EXCLUSIVAMENTE DE ACEITUNA, INCLUSO REFINADOS, PERO SIN MODIFICAR QUÍMICAMENTE, Y MEZCLAS DE ESTOS ACEITES O FRACCIONES CON LOS ACEITES O FRACCIONES DE LA PARTIDA 15.09.;;;;;;
;;EXCLUSIVAMENTE DE ACEITUNA, INCLUSO REFINADOS, PERO SIN;;;;;;
;;MODIFICAR QUÍMICAMENTE, Y MEZCLAS DE ESTOS ACEITES O;;;;;;
;;FRACCIONES CON LOS ACEITES O FRACCIONES DE LA PARTIDA 15.09.;;;;;;
;1510.10.00.00;Aceite de orujo de oliva en bruto;10;;5,8;;;kg
;1510.90.00.00;Los demás;10;;5,8;;;kg
;15.11;ACEITE DE PALMA Y SUS FRACCIONES, INCLUSO REFINADO, PERO SIN MODIFICAR QUÍMICAMENTE.;;;;;;
;;MODIFICAR QUÍMICAMENTE.;;;;;;
;1511.10.00.00;Aceite en bruto;10;20E;5,8;;;kg
;1511.90.00.00;Los demás;10;20E;5,8,9,12;;;kg
;15.12;ACEITES DE GIRASOL, CÁRTAMO O ALGODÓN, Y SUS FRACCIONES, INCLUSO REFINADOS, PERO SIN MODIFICAR QUÍMICAMENTE.;;;;;;
;;INCLUSO REFINADOS, PERO SIN MODIFICAR QUÍMICAMENTE.;;;;;;
;;1512.1 - Aceites de girasol o cártamo, y sus fracciones:;;;;;;
;1512.11;- - Aceites en bruto:;;;;;;
;1512.11.10.00;Aceites en bruto: - De girasol;10;20E;5,8;;;kg
;1512.11.20.00;Aceites en bruto: - De cártamo;10;20E;5,8;;;kg
;1512.19;- - Los demás:;;;;;;
;1512.19.1;- - - De girasol:;;;;;;
;1512.19.11.00;Los demás: - De girasol: - Refinado, en envases con capacidad inferior o igual a 5 ℓ;12;20E;5,8,12;;;kg
;1512.19.19.00;Los demás: - De girasol: - Los demás;12;20E;5,8,12;;;kg
;1512.19.20;- - - De cártamo:;;;;;;
;1512.19.20.10;Los demás: - De cártamo: - En envases con capacidad inferior o igual a 5 ℓ;10;;5,8,12;;;kg
;1512.19.20.90;Los demás: - De cártamo: - Los demás;10;20E;5,8,12;;;kg
;;1512.2 - Aceite de algodón y sus fracciones:;;;;;;
;1512.21.00.00;Aceite en bruto, incluso sin gosipol;10;20E;5,8;;;kg
;1512.29;- - Los demás:;;;;;;
;1512.29.10;- - - Refinado:;;;;;;
;1512.29.10.10;Los demás: - Refinado: - En envases con capacidad inferior o igual a 5 ℓ;10;20E;5,8;;;kg
;1512.29.10.90;Los demás: - Refinado: - Los demás;10;20E;5,8;;;kg
;1512.29.90.00;Los demás: - Los demás;10;20E;5,8;;;kg
;15.13;ACEITES DE COCO (DE COPRA), DE ALMENDRA DE PALMA (PALMISTE)* O DE BABASÚ, Y SUS FRACCIONES, INCLUSO REFINADOS, PERO SIN MODIFICAR QUÍMICAMENTE.;;;;;;
;;O DE BABASÚ, Y SUS FRACCIONES, INCLUSO REFINADOS, PERO SIN;;;;;;
;;MODIFICAR QUÍMICAMENTE.;;;;;;
;;1513.1 - Aceite de coco (de copra) y sus fracciones:;;;;;;
;1513.11.00.00;Aceite en bruto;10;20E;5,8;;;kg
;1513.19.00.00;Los demás;10;20E;5,8,12;;;kg
;;1513.2 - Aceites de almendra de palma (palmiste)* o de babasú, y sus fracciones:;;;;;;
;1513.21;- - Aceites en bruto:;;;;;;
;1513.21.10.00;Aceites en bruto: - De almendra de palma (palmiste)*;20E;;5,8;14;;kg
;1513.21.20.00;Aceites en bruto: - De babasú;10;;5,8;;;kg
;1513.29;- - Los demás:;;;;;;
;1513.29.10.00;Los demás: - De almendra de palma (palmiste)*;10;20E;5,8;;;kg
;1513.29.20.00;Los demás: - De babasú;10;;5,8;;;kg
;15.14;ACEITES DE NABO (DE NABINA), COLZA O MOSTAZA, Y SUS FRACCIONES, INCLUSO REFINADOS, PERO SIN MODIFICAR QUÍMICAMENTE.;;;;;;
;;FRACCIONES, INCLUSO REFINADOS, PERO SIN MODIFICAR;;;;;;
;;QUÍMICAMENTE.;;;;;;
;;1514.1 - Aceitesdenabo(denabina)odecolzaconbajocontenidodeácidoerúcicoy;;;;;;
;;sus fracciones:;;;;;;
;1514.11.00.00;Aceites en bruto;10;20E;5;;;kg
;1514.19;- - Los demás:;;;;;;
;1514.19.10;- - - Refinados:;;;;;;
;1514.19.10.10;Los demás: - Refinados: - En envases con capacidad inferior o igual a 5 ℓ;10;;5;;;kg
;1514.19.10.90;Los demás: - Refinados: - Los demás;10;20E;5;;;kg
;1514.19.90.00;Los demás: - Los demás;10;;5;;;kg
;;1514.9 - Los demás:;;;;;;
;1514.91.00.00;Aceites en bruto;10;20E;5;;;kg
;1514.99;- - Los demás:;;;;;;
;1514.99.10.00;Los demás: - Refinados;10;20E;5;;;kg
;1514.99.90.00;Los demás: - Los demás;10;20E;5;;;kg
;15.15;LAS DEMÁS GRASAS Y ACEITES, VEGETALES, (INCLUIDO EL ACEITE DE JOJOBA) O DE ORIGEN MICROBIANO, FIJOS, Y SUS FRACCIONES, INCLUSO REFINADOS, PERO SIN MODIFICAR QUÍMICAMENTE.;;;;;;
;;JOJOBA) O DE ORIGEN MICROBIANO, FIJOS, Y SUS FRACCIONES,;;;;;;
;;INCLUSO REFINADOS, PERO SIN MODIFICAR QUÍMICAMENTE.;;;;;;
;;1515.1 - Aceite de lino (de linaza) y sus fracciones:;;;;;;
;1515.11.00.00;Aceite en bruto;10;;5;;;kg
;1515.19.00.00;Los demás;10;;5;;;kg
;;1515.2 - Aceite de maíz y sus fracciones:;;;;;;
;1515.21.00.00;Aceite en bruto;10;20E;5,8;;;kg
;1515.29;- - Los demás:;;;;;;
;1515.29.10.00;Los demás: - Refinado, en envases con capacidad inferior o igual a 5 ℓ;10;20E;5,8,12;;;kg
;1515.29.90.00;Los demás: - Los demás;10;20E;5,8,12;;;kg
;1515.30.00.00;Aceite de ricino y sus fracciones;10;;5;;;kg
;1515.50.00.00;Aceite de sésamo (ajonjolí) y sus fracciones;10;20E;5,8,12;;;kg
;1515.60.00.00;Grasas y aceites, de origen microbiano, y sus fracciones;10;;5;;;kg
;1515.90;- Los demás:;;;;;;
;1515.90.10.00;Los demás: - Aceite de jojoba y sus fracciones;10;;5;;;kg
;1515.90.2;- - Aceite de tung:;;;;;;
;1515.90.21.00;Los demás: - Aceite de tung: - En bruto;10;;5;;;kg
;1515.90.22.00;Los demás: - Aceite de tung: - Refinado;10;;5;;;kg
;1515.90.90.00;Los demás: - Los demás;10;;5;;;kg
;15.16;GRASAS Y ACEITES, ANIMALES, VEGETALES O DE ORIGEN MICROBIANO, Y SUS FRACCIONES, PARCIAL O TOTALMENTE HIDROGENADOS, INTERESTERIFICADOS, REESTERIFICADOS O ELAIDINIZADOS, INCLUSO REFINADOS, PERO SIN PREPARAR DE OTRO MODO.;;;;;;
;;MICROBIANO, Y SUS FRACCIONES, PARCIAL O TOTALMENTE;;;;;;
;;HIDROGENADOS, INTERESTERIFICADOS, REESTERIFICADOS O;;;;;;
;;ELAIDINIZADOS, INCLUSOREFINADOS, PERO SINPRE PARAR DEOTRO;;;;;;
;;MODO.;;;;;;
;1516.10.00.00;Grasas y aceites, animales, y sus fracciones;10;;5,6;;;kg
;1516.20.00.00;Grasas y aceites, vegetales, y sus fracciones;10;20E;5;;;kg
;1516.30.00.00;Grasas y aceites, de origen microbiano, y sus fracciones;10;;5;;;kg
;15.17;"MARGARINA; MEZCLAS O PREPARACIONES ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES, VEGETALES O DE ORIGEN MICROBIANO, O DE FRACCIONES DE DIFERENTES GRASAS O ACEITES, DE ESTE CAPÍTULO, EXCEPTO LAS GRASAS Y ACEITES, ALIMENTICIOS O SUS FRACCIONES, DE LA PARTIDA 15.16.";;;;;;
;;OACEITES, ANIMALES, VEGETALESO DEORIGENMICROBIANO, ODE;;;;;;
;;FRACCIONES DEDIFERENTES GRASASO ACEITES, DEESTECAPÍTULO,;;;;;;
;;EXCEPTOLAS GRASASY ACEITES, ALIMENTICIOSOSUSFRACCIONES,;;;;;;
;;DE LA PARTIDA 15.16.;;;;;;
;1517.10.00.00;Margarina, excepto la margarina líquida;12;20E;5,9,12;;;kg
;1517.90;- Las demás:;;;;;;
;1517.90.10.00;Las demás: - Mezclas de aceites refinados, en envases con capacidad inferior o igual a 5 ℓ;12;20E;5,12;;;kg
;;12 20E 5,12 kg;;;;;;
;1517.90.90.00;Las demás: - Las demás;12;20E;5,12;;;kg
