pagina_pdf;codigo;descripcion;aec;ex_aec;regimen_importacion;regimen_exportacion;regimen_fisica;unidad
;;SECCIÓN I;;;;;;
;;ANIMALES VIVOS Y PRODUCTOS DEL REINO ANIMAL;;;;;;
;;Notas.;;;;;;
;;1. En esta Sección, cualquier referencia a un género o a una especie determinada de un animal se aplica también, salvo disposición en contrario, a los animales;;;;;;
;;jóvenes de ese género o de esa especie.;;;;;;
;;2. Salvo disposición en contrario, cualquier referencia en la Nomenclatura a productos secos o desecados alcanza también a los productos deshidratados,;;;;;;
;;evaporados o liofilizados.;;;;;;
;;Nota Complementaria.;;;;;;
;;1. En las subpartidas correspondientes a los Capítulos 1 y 3, las expresiones Reproductores de raza pura, para reproducción o cría industrial, para lidia y para;;;;;;
;;carrera, comprenden los animales considerados como tales por la autoridad nacional competente.;;;;;;
;;CAPÍTULO 1;;;;;;
;;ANIMALES VIVOS;;;;;;
;;Nota.;;;;;;
;;1. Este Capítulo comprende todos los animales vivos, excepto:;;;;;;
;;"a) los peces, los crustáceos, moluscos y demás invertebrados acuáticos, de las partidas 03.01, 03.06, 03.07 o 03.08;";;;;;;
;;"b) los cultivos de microorganismos y demás productos de la partida 30.02;";;;;;;
;;c) los animales de la partida 95.08.;;;;;;
;;Notas Complementarias:;;;;;;
;;1. En la subpartida 0102.2 la expresión “bovinos domésticos” comprende los animales de las especies “Bos primigenius Taurus (Bos Taurus)” y “Bos primigenius;;;;;;
;;Indicus (Bos Indicus)”.;;;;;;
;;2. En las subpartidas 0105.94.00.10 y 0105.99.00.10, la expresión “especímenes de interés genético”, comprende los animales considerados como tales por la;;;;;;
;;autoridad nacional con competencia en materia de agricultura.;;;;;;
;;Las mezclas de polímeros se clasifican en la misma subpartida que los polímeros obtenidos con las mismas unidades monoméricas en las mismas;;;;;;
;;proporciones.;;;;;;
;;2. En la subpartida 3920.43, el término plastificantes comprende también los plastificantes secundarios.;;;;;;
;;Nota Complementaria.;;;;;;
;;1. Los poliéteres polioles, grado uretano que contengan un número hidroxílico promedio (expresado como mg kOH/g) de 25-700 ambos inclusive,;;;;;;
;;corresponden a la subpartida 3907.29.39.00.;;;;;;
;;I. FORMAS PRIMARIAS;;;;;;
;39.01;a 39.14).;;;;;;
;3901.10;- Polietileno de densidad inferior a 0,94:;;;;;;
;3901.10.20;- - Con carga:;;;;;;
;3901.10.20.10;Polietileno de densidad inferior a 0,94: - Con carga: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de la;;;;;;
;;Partida 39.15 conforme a lo dispuesto en la Nota Legal 7 de este;;;;;;
;;Capítulo 14 kg;;;;;;
;3901.10.20.90;Polietileno de densidad inferior a 0,94: - Con carga: - Los demás;14;2E;11;;;kg
;3901.10.30;- - Sin carga:;;;;;;
;3901.10.30.10;Polietileno de densidad inferior a 0,94: - Sin carga: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de la;;;;;;
;;Partida 39.15 conforme a lo dispuesto en la Nota Legal 7 de este;;;;;;
;;Capítulo 14 kg;;;;;;
;3901.10.30.90;Polietileno de densidad inferior a 0,94: - Sin carga: - Los demás;14;2E;11;;;kg
;3901.20;- Polietileno de densidad superior o igual a 0,94:;;;;;;
;3901.20.1;- - Con carga:;;;;;;
;3901.20.11;- - - Vulcanizado, de densidad superior a 1,3:;;;;;;
;3901.20.11.10;Polietileno de densidad superior o igual a 0,94: - Con carga: - Vulcanizado, de densidad superior a 1,3: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de;;;;;;
;;la Partida39.15conformealodispuestoenla Nota Legal7deeste;;;;;;
;;Capítulo 2 kg;;;;;;
;3901.20.11.90;Polietileno de densidad superior o igual a 0,94: - Con carga: - Vulcanizado, de densidad superior a 1,3: - Los demás;2;;11;;;kg
;3901.20.19;- - - Los demás:;;;;;;
;3901.20.19.10;Polietileno de densidad superior o igual a 0,94: - Con carga: - Los demás: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de;;;;;;
;;la Partida39.15conformealodispuestoenla Nota Legal7deeste;;;;;;
;;Capítulo 14 kg;;;;;;
;3901.20.19.90;Polietileno de densidad superior o igual a 0,94: - Con carga: - Los demás: - Los demás;14;;11;;;kg
;3901.20.2;- - Sin carga:;;;;;;
;3901.20.21;- - - Vulcanizado, de densidad superior a 1,3:;;;;;;
;3901.20.21.10;Polietileno de densidad superior o igual a 0,94: - Sin carga: - Vulcanizado, de densidad superior a 1,3: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de;;;;;;
;;la Partida39.15conformealodispuestoenla Nota Legal7deeste;;;;;;
;;Capítulo 2 kg;;;;;;
;3901.20.21.90;Polietileno de densidad superior o igual a 0,94: - Sin carga: - Vulcanizado, de densidad superior a 1,3: - Los demás;2;;11;;;kg
;3901.20.29;- - - Los demás:;;;;;;
;3901.20.29.10;Polietileno de densidad superior o igual a 0,94: - Sin carga: - Los demás: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de;;;;;;
;;la Partida39.15conformealodispuestoenla Nota Legal7deeste;;;;;;
;;Capítulo 14 kg;;;;;;
;3901.20.29.9;- - - - Los demás:;;;;;;
;3901.20.29.91;Polietileno de densidad superior o igual a 0,94: - Sin carga: - Los demás: - Los demás: - Con índice de fluidez igual a 0,4g/10min;14;;11;;;kg
;3901.20.29.99;Polietileno de densidad superior o igual a 0,94: - Sin carga: - Los demás: - Los demás: - Los demás;14;;11;;;kg
;3901.30;- Copolímeros de etileno y acetato de vinilo:;;;;;;
;3901.30.10.00;Copolímeros de etileno y acetato de vinilo: - En las formas previstas en la nota 6 a) de este Capítulo;14;;14;;;kg
;3901.30.90.00;Copolímeros de etileno y acetato de vinilo: - Los demás;14;;2E;;;kg
;3901.40.00.00;Copolímeros de etileno y alfa-olefina de densidad inferior a;0,94;;14;2E;;kg
;3901.90;- Los demás:;;;;;;
;3901.90.10.00;Los demás: - Copolímeros de etileno y ácido acrílico;14;;2E;;;kg
;3901.90.20.00;Los demás: - Copolímeros de etileno y monómeros con radicales carboxílicos,;;;;;;
;;incluso con metacrilato de metilo o acrilato de metilo como tercer;;;;;;
;;monómero 14 kg;;;;;;
;3901.90.30.00;Los demás: - Polietileno clorosulfonado;2;;2;;;kg
;3901.90.40.00;Los demás: - Polietileno clorado;2;;2;;;kg
;3901.90.50.00;Los demás: - Copolímeros de etileno - ácido metacrílico con un contenido de etileno;;;;;;
;;superior o igual al 60 %, en peso 2 kg;;;;;;
;3901.90.90.00;Los demás: - Los demás;14;;2E;;;kg
;39.02;POLÍMEROS DE PROPILENO O DE OTRAS OLEFINAS, EN FORMAS PRIMARIAS.;;;;;;
;;PRIMARIAS.;;;;;;
;3902.10;- Polipropileno:;;;;;;
;3902.10.10;- - Con carga:;;;;;;
;3902.10.10.10;Polipropileno: - Con carga: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de la;;;;;;
;;Partida 39.15 conforme a lo dispuesto en la Nota Legal 7 de este;;;;;;
;;Capítulo 14 kg;;;;;;
;3902.10.10.90;Polipropileno: - Con carga: - Los demás;14;;11;;;kg
;3902.10.20;- - Sin carga:;;;;;;
;3902.10.20.10;Polipropileno: - Sin carga: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de la;;;;;;
;;Partida 39.15 conforme a lo dispuesto en la Nota Legal 7 de este;;;;;;
;;Capítulo 14 kg;;;;;;
;3902.10.20.90;Polipropileno: - Sin carga: - Los demás;14;;11;;;kg
;3902.20.00.00;Poliisobutileno;14;;2E;;;kg
;3902.30.00.00;Copolímeros de propileno;14;2E;11;;;kg
;3902.90.00.00;Los demás;14;;2E;;;kg
;39.03;POLÍMEROS DE ESTIRENO EN FORMAS PRIMARIAS.;;;;;;
;;3903.1 - Poliestireno:;;;;;;
;3903.11;- - Expandible:;;;;;;
;3903.11.10;- - - Con carga:;;;;;;
;3903.11.10.10;Expandible: - Con carga: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de;;;;;;
;;la Partida39.15conformealodispuestoenla Nota Legal7deeste;;;;;;
;;Capítulo 14 kg;;;;;;
;3903.11.10.90;Expandible: - Con carga: - Los demás;14;2E;11;;;kg
;3903.11.20;- - - Sin carga:;;;;;;
;3903.11.20.10;Expandible: - Sin carga: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de;;;;;;
;;la Partida39.15conformealodispuestoenla Nota Legal7deeste;;;;;;
;;Capítulo 14 kg;;;;;;
;3903.11.20.90;Expandible: - Sin carga: - Los demás;14;2E;11;;;kg
;3903.19.00;- - Los demás:;;;;;;
;3903.19.00.10;Los demás: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de la;;;;;;
;;Partida 39.15 conforme a lo dispuesto en la Nota Legal 7 de este;;;;;;
;;Capítulo 14 kg;;;;;;
;3903.19.00.90;Los demás: - Los demás;14;;2E;;;kg
;3903.20.00.00;Copolímeros de estireno-acrilonitrilo (SAN);14;;5E;;;kg
;3903.30;- Copolímeros de acrilonitrilo-butadieno-estireno (ABS):;;;;;;
;3903.30.10.00;Copolímeros de acrilonitrilo-butadieno-estireno (ABS): - Con carga;14;;14;;;kg
;3903.30.20.00;Copolímeros de acrilonitrilo-butadieno-estireno (ABS): - Sin carga;14;;2E;;;kg
;3903.90;- Los demás:;;;;;;
;3903.90.10.00;Los demás: - Copolímeros de metacrilato de metilbutadieno-estireno (MBS);14;;14;;;kg
;3903.90.20.00;Los demás: - Copolímeros de acrilonitrilo-estireno-acrilato de butilo (ASA);2;;2;;;kg
;3903.90.90.00;Los demás: - Los demás;14;;2E;;;kg
;39.04;POLÍMEROS DE CLORURO DE VINILO O DE OTRAS OLEFINAS HALOGENADAS, EN FORMAS PRIMARIAS.;;;;;;
;;HALOGENADAS, EN FORMAS PRIMARIAS.;;;;;;
;3904.10;- Poli (cloruro de vinilo) sin mezclar con otras sustancias:;;;;;;
;3904.10.10;- - Obtenido por proceso de suspensión:;;;;;;
;3904.10.10.10;Poli (cloruro de vinilo) sin mezclar con otras sustancias: - Obtenido por proceso de suspensión: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de la;;;;;;
;;Partida 39.15 conforme a lo dispuesto en la Nota Legal 7 de este;;;;;;
;;Capítulo 14 kg;;;;;;
;3904.10.10.90;Poli (cloruro de vinilo) sin mezclar con otras sustancias: - Obtenido por proceso de suspensión: - Los demás;14;2E;11;;;kg
;3904.10.20;- - Obtenido por proceso de emulsión:;;;;;;
;3904.10.20.10;Poli (cloruro de vinilo) sin mezclar con otras sustancias: - Obtenido por proceso de emulsión: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de la;;;;;;
;;Partida 39.15 conforme a lo dispuesto en la Nota Legal 7 de este;;;;;;
;;Capítulo 14 kg;;;;;;
;3904.10.20.90;Poli (cloruro de vinilo) sin mezclar con otras sustancias: - Obtenido por proceso de emulsión: - Los demás;14;2E;11;;;kg
;3904.10.90;- - Los demás:;;;;;;
;3904.10.90.10;Poli (cloruro de vinilo) sin mezclar con otras sustancias: - Los demás: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de la;;;;;;
;;Partida 39.15 conforme a lo dispuesto en la Nota Legal 7 de este 14 kg;;;;;;
;;Capítulo;;;;;;
;3904.10.90.90;Poli (cloruro de vinilo) sin mezclar con otras sustancias: - Los demás: - Los demás;14;2E;11;;;kg
;;3904.2 - Los demás poli(cloruros de vinilo):;;;;;;
;3904.21.00.00;Poli (cloruro de vinilo) sin mezclar con otras sustancias: - Sin plastificar;14;;14;;;kg
;3904.22.00.00;Poli (cloruro de vinilo) sin mezclar con otras sustancias: - Plastificados;14;2E;20;;;kg
;3904.30.00.00;Copolímeros de cloruro de vinilo y acetato de vinilo;2;;2E;;;kg
;3904.40;- Los demás copolímeros de cloruro de vinilo:;;;;;;
;3904.40.10.00;Los demás copolímeros de cloruro de vinilo: - Con acetato de vinilo, con un ácido dibásico o alcohol vinílico, en las formas;;;;;;
;;previstas en la Nota 6 b) de este Capítulo 14 kg;;;;;;
;3904.40.90.00;Los demás copolímeros de cloruro de vinilo: - Los demás;14;;2E;;;kg
;3904.50;- Polímeros de cloruro de vinilideno:;;;;;;
;3904.50.10.00;Polímeros de cloruro de vinilideno: - Copolímeros de cloruro de vinilideno, sin emulsionante ni plastificante;;;;;;
;;2 kg;;;;;;
;3904.50.90.00;Polímeros de cloruro de vinilideno: - Los demás;2;;2;;;kg
;;3904.6 - Polímeros fluorados:;;;;;;
;3904.61;- - Politetrafluoroetileno:;;;;;;
;3904.61.10.00;Polímeros de cloruro de vinilideno: - Politetrafluoroetileno: - En las formas previstas en la Nota 6 a) de este Capítulo;2;;2;;;kg
;3904.61.90.00;Polímeros de cloruro de vinilideno: - Politetrafluoroetileno: - Los demás;2;;2;;;kg
;3904.69;- - Los demás:;;;;;;
;3904.69.10.00;Polímeros de cloruro de vinilideno: - Los demás: - Copolímero de fluoruro de vinilideno y hexafluoropropileno;2;;2;;;kg
;3904.69.90.00;Polímeros de cloruro de vinilideno: - Los demás: - Los demás;2;;2;;;kg
;3904.90;- Los demás:;;;;;;
;3904.90.10.00;Los demás: - Los demás: - Poli(cloruro de vinilo) clorado;2;;2;;;kg
;3904.90.90.00;Los demás: - Los demás: - Los demás;14;;14;;;kg
;39.05;"POLÍMEROS DE ACETATO DE VINILO O DE OTROS ÉSTERES VINÍLICOS, EN FORMAS PRIMARIAS; LOS DEMÁS POLÍMEROS VINÍLICOS EN FORMAS PRIMARIAS.";;;;;;
;;"EN FORMAS PRIMARIAS; LOS DEMÁS POLÍMEROS VINÍLICOS EN";;;;;;
;;FORMAS PRIMARIAS.;;;;;;
;;3905.1 - Poli(acetato de vinilo):;;;;;;
;3905.12.00.00;En dispersión acuosa;14;;14;;;kg
;3905.19;- - Los demás:;;;;;;
;3905.19.10.00;Los demás: - Con grupos alcohol vinílico, en las formas previstas en la Nota 6 b) de;;;;;;
;;este Capítulo 14 kg;;;;;;
;3905.19.90.00;Los demás: - Los demás;14;;2E;;;kg
;;3905.2 - Copolímeros de acetato de vinilo:;;;;;;
;3905.21.00.00;En dispersión acuosa;14;;14;;;kg
;3905.29.00.00;Los demás;14;;2E;;;kg
;3905.30.00.00;Poli (alcohol vinílico), incluso con grupos acetato sin hidrolizar;;;;;;
;;2 kg;;;;;;
;;3905.9 - Los demás:;;;;;;
;3905.91;- - Copolímeros:;;;;;;
;3905.91.30.00;Copolímeros: - De vinilpirrolidona y acetato de vinilo, en solución alcohólica;14;;14;;;kg
;3905.91.90.00;Copolímeros: - Los demás;2;;2;;;kg
;3905.99;- - Los demás:;;;;;;
;3905.99.10.00;Los demás: - Poli(vinilformal);2;;2;;;kg
;3905.99.20.00;Los demás: - Poli(vinilbutiral);2;;2;;;kg
;3905.99.30.00;Los demás: - Poli(vinilpirrolidona) iodada;12;;2E;;;kg
;3905.99.90.00;Los demás: - Los demás;2;;2;;;kg
;39.06;POLÍMEROS ACRÍLICOS EN FORMAS PRIMARIAS.;;;;;;
;3906.10.00.00;Poli (metacrilato de metilo);14;;2E;;;kg
;3906.90;- Los demás:;;;;;;
;3906.90.1;- - En las formas previstas en la Nota 6 a) de este Capítulo, en agua:;;;;;;
;3906.90.11.00;Los demás: - En las formas previstas en la Nota 6 a) de este Capítulo, en agua: - Poli(ácido acrílico) y sus sales 14 2E,0A;14;2E,0A;;;;kg
;3906.90.12.00;Los demás: - En las formas previstas en la Nota 6 a) de este Capítulo, en agua: - Sal sódica del poli(ácido acrilamídico), soluble en agua 14 0A;14;0A;;;;kg
;3906.90.19.00;Los demás: - En las formas previstas en la Nota 6 a) de este Capítulo, en agua: - Los demás 14 0A;14;0A;;;;kg
;3906.90.2;- - Enlasformasprevistasenla Nota6a)deeste Capítulo, endisolventes;;;;;;
;;orgánicos:;;;;;;
;3906.90.21.00;Los demás: - En las formas previstas en la Nota 6 a) de este Capítulo, en disolventes - Poli(ácido acrílico) y sus sales 14 2E,0A;14;2E,0A;;;;kg
;3906.90.22.00;Los demás: - En las formas previstas en la Nota 6 a) de este Capítulo, en disolventes - Copolímero de metacrilato de 2-diisopropilaminoetilo y metacrilato de n;;;;;;-
;;decilo, en suspensión de dimetilacetamida 2 0A kg;;;;;;
;3906.90.29.00;Los demás: - En las formas previstas en la Nota 6 a) de este Capítulo, en disolventes - Los demás 14 0A;14;0A;;;;kg
;3906.90.3;- - En las formas previstas en la Nota 6 a) de este Capítulo, en;otros;;;;;
;;disolventes o sin disolventes:;;;;;;
;3906.90.31.00;Los demás: - En las formas previstas en la Nota 6 a) de este Capítulo, en otros - Poli(ácido acrílico) y sus sales 14 0A;14;0A;;;;kg
;3906.90.32.00;Los demás: - En las formas previstas en la Nota 6 a) de este Capítulo, en otros - Sal sódica del poli(ácido acrilamídico), soluble en agua 14 0A;14;0A;;;;kg
;3906.90.39.00;Los demás: - En las formas previstas en la Nota 6 a) de este Capítulo, en otros - Los demás 14 0A;14;0A;;;;kg
;3906.90.4;- - En las formas previstas en la Nota 6 b) de este Capítulo:;;;;;;
;3906.90.41.00;Los demás: - En las formas previstas en la Nota 6 b) de este Capítulo: - Poli(ácido acrílico) y sus sales 14 2E,0A;14;2E,0A;;;;kg
;3906.90.42.00;Los demás: - En las formas previstas en la Nota 6 b) de este Capítulo: - Sal sódica del poli(ácido acrilamídico), soluble en agua 14 0A;14;0A;;;;kg
;3906.90.43.00;Los demás: - En las formas previstas en la Nota 6 b) de este Capítulo: - Carboxipolimetileno, en polvo 2 0A;2;0A;;;;kg
;3906.90.44.00;Los demás: - En las formas previstas en la Nota 6 b) de este Capítulo: - Poli(acrilato de sodio), con capacidad de absorción de una solución;;;;;;
;;acuosadeclorurodesodioal0,9%enpeso, superioroigualaveinte;;;;;;
;;veces su propio peso 2 0A kg;;;;;;
;3906.90.45.00;Los demás: - En las formas previstas en la Nota 6 b) de este Capítulo: - Copolímero de poli(acrilato de potasio) y poli(acrilamida), con;con;;;;;
;;capacidad de absorción de agua destilada de cuatrocientas veces su;;;;;;
;;propio peso 2 0A kg;;;;;;
;3906.90.46.00;Los demás: - En las formas previstas en la Nota 6 b) de este Capítulo: - Copolímeros de acrilato de metilo-etileno con un contenido de acrilato de;;;;;;
;;metilo superior o igual al 50 %, en peso 2 0A kg;;;;;;
;3906.90.47.00;Los demás: - En las formas previstas en la Nota 6 b) de este Capítulo: - Copolímero de acrilato de etilo, acrilato de n-butilo y acrilato de 2-;2-;;;;;
;;metoxietilo 2 0A kg;;;;;;
;3906.90.48.00;Los demás: - En las formas previstas en la Nota 6 b) de este Capítulo: - Copolímero de acrilato de potasio y ácido acrílico, con capacidad de;de;;;;;
;;absorción de agua destilada de hasta cuatrocientas veces su propio peso;;;;;;
;;2 0A kg;;;;;;
;3906.90.49;- - - Los demás:;;;;;;
;3906.90.49.20;Los demás: - En las formas previstas en la Nota 6 b) de este Capítulo: - Los demás: - Poliacrilato de sodio cuya capacidad de absorción de una solución;;;;;;
;;acuosadeclorurodesodioal1%, seasuperioroigualaveinteveces;;;;;;
;;su propio peso 14 2E,0A kg;;;;;;
;3906.90.49.90;Los demás: - En las formas previstas en la Nota 6 b) de este Capítulo: - Los demás: - Los demás 14 4E,0A;14;4E,0A;;;;kg
;39.07;"POLIACETALES, LOS DEMÁS POLIÉTERES Y RESINAS EPOXI, EN FORMAS PRIMARIAS; POLICARBONATOS, RESINAS ALCÍDICAS, POLIÉSTERES ALÍLICOS Y DEMÁS POLIÉSTERES, EN FORMAS PRIMARIAS.";EN;;;;;
;;"FORMAS PRIMARIAS; POLICARBONATOS, RESINAS ALCÍDICAS,";;;;;;
;;POLIÉSTERES ALÍLICOS Y DEMÁS POLIÉSTERES, EN FORMAS;;;;;;
;;PRIMARIAS.;;;;;;
;3907.10;- Poliacetales:;;;;;;
;3907.10.10.00;Poliacetales: - Con carga, en las formas previstas en la Nota 6 a) de este Capítulo 14 0A;14;0A;;;;kg
;3907.10.20.00;Poliacetales: - Con carga, en las formas previstas en la Nota 6 b) de este Capítulo 14 0A;14;0A;;;;kg
;3907.10.3;- - Sin carga, en las formas previstas en la Nota 6 a) de este Capítulo:;;;;;;
;3907.10.31.00;Poliacetales: - Sin carga, en las formas previstas en la Nota 6 a) de este Capítulo: - Polidextrosa 2 0A;2;0A;;;;kg
;3907.10.39.00;Poliacetales: - Sin carga, en las formas previstas en la Nota 6 a) de este Capítulo: - Los demás 14 4E,0A;14;4E,0A;;;;kg
;3907.10.4;- - Sincarga, enlasformasprevistasenla Nota6b)deeste Capítulo, sin;;;;;;
;;estabilizar:;;;;;;
;3907.10.41.00;Poliacetales: - Sin carga, en las formas previstas en la Nota 6 b) de este Capítulo, sin - Polidextrosa 2 0A;2;0A;;;;kg
;3907.10.42.00;Poliacetales: - Sin carga, en las formas previstas en la Nota 6 b) de este Capítulo, sin - Los demás, en polvo que pase por un tamiz con abertura de malla de 2 0A;;;;;;kg
;;0,85 mm en proporción superior al 80 % en peso 2 0A kg;;;;;;
;3907.10.49.00;Poliacetales: - Sin carga, en las formas previstas en la Nota 6 b) de este Capítulo, sin - Los demás 2 0A;2;0A;;;;kg
;3907.10.9;- - Los demás:;;;;;;
;3907.10.91.00;Poliacetales: - Los demás: - En gránulos, con diámetro de partícula superior a 2 mm, según norma;;;;;;
;;ASTM E 11-70 14 0A kg;;;;;;
;3907.10.99.00;Poliacetales: - Los demás: - Los demás 14 0A;14;0A;;;;kg
;;3907.2 - Los demás poliéteres:;;;;;;
;3907.21.00.00;Poliacetales: - Metilfosfonato de bis(polioxietileno) 14 0A;14;0A;;;;kg
;3907.29;- - Los demás:;;;;;;
;3907.29.1;- - - Poli(óxido de fenileno), incluso modificado con estireno o estireno-;;;;;;
;;acrilonitrilo:;;;;;;
;3907.29.11.00;Poliacetales: - Los demás: - Poli(óxido de fenileno), incluso modificado con estireno o estireno- - Con carga 14 0A;14;0A;;;;kg
;3907.29.12.00;Poliacetales: - Los demás: - Poli(óxido de fenileno), incluso modificado con estireno o estireno- - Sin carga 2 0A;2;0A;;;;kg
;3907.29.20.00;Poliacetales: - Los demás: - Politetrametilenoeterglicol 2 0A;2;0A;;;;kg
;3907.29.3;- - - Polieterpolioles:;;;;;;
;3907.29.31.00;Poliacetales: - Los demás: - Polieterpolioles: - Polietilenglicol 400 14 2E,0A;14;2E,0A;;;;kg
;3907.29.39.00;Poliacetales: - Los demás: - Polieterpolioles: - Los demás 14 2E,0A;14;2E,0A;;;;kg
;3907.29.4;- - - Poli(epiclorhidrina) (PECH) y sus copolímeros:;;;;;;
;3907.29.41.00;Poliacetales: - Los demás: - Poli(epiclorhidrina) (PECH) y sus copolímeros: - Poli(epiclorhidrina) 2 0A;2;0A;;;;kg
;3907.29.42.00;Poliacetales: - Los demás: - Poli(epiclorhidrina) (PECH) y sus copolímeros: - Copolímeros de óxido de etileno 2 0A;2;0A;;;;kg
;3907.29.49.00;Poliacetales: - Los demás: - Poli(epiclorhidrina) (PECH) y sus copolímeros: - Los demás 14 0A;14;0A;;;;kg
;3907.29.90.00;Poliacetales: - Los demás: - Los demás 14 2E,0A;14;2E,0A;;;;kg
;3907.30;- Resinas epoxi:;;;;;;
;3907.30.1;- - Con carga:;;;;;;
;3907.30.11.00;Resinas epoxi: - Con carga: - En las formas previstas en la Nota 6 a) de este Capítulo 14 0A;14;0A;;;;kg
;3907.30.19.00;Resinas epoxi: - Con carga: - Las demás 14 0A;14;0A;;;;kg
;3907.30.2;- - Sin carga:;;;;;;
;3907.30.21.00;Resinas epoxi: - Sin carga: - Copolímero de tetrabromo-bisfenol A y epiclorhidrina (resina;;;;;;
;;epoxibromada) 14 2E,0A kg;;;;;;
;3907.30.22.00;Resinas epoxi: - Sin carga: - Las demás, en las formas previstas en la Nota 6 a) de este;este;;;;;
;;Capítulo 14 0A kg;;;;;;
;3907.30.29.00;Resinas epoxi: - Sin carga: - Las demás 14 2E,0A;14;2E,0A;;;;kg
;3907.40;- Policarbonatos:;;;;;;
;3907.40.10.00;Policarbonatos: - En las formas previstas en la Nota 6 b) de este Capítulo, con transmisión de;;;;;;
;;luz de longitud de onda de 550 nm u 800 nm superior al 89 % según;;;;;;
;;NormaASTMD1003-00eíndicedefluidezdemasasuperioroiguala60;;;;;;
;;g/10 min pero inferior o igual a 80 g/10 min según Norma ASTM D 1238 2 0A kg;;;;;;
;3907.40.90.00;Policarbonatos: - Los demás 14 2E,0A;14;2E,0A;;;;kg
;3907.50;- Resinas alcídicas:;;;;;;
;3907.50.10.00;Resinas alcídicas: - En las formas previstas en la Nota 6 a) de este Capítulo 14 0A;14;0A;;;;kg
;3907.50.90.00;Resinas alcídicas: - Los demás 14 0A;14;0A;;;;kg
;;3907.6 - Poli(tereftalato de etileno):;;;;;;
;3907.61.00;- - Con un índice de viscosidad superior o igual a 78 ml/g:;;;;;;
;3907.61.00.10;Resinas alcídicas: - Con un índice de viscosidad superior o igual a 78 ml/g: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de la;;;;;;
;;Partida 39.15 conforme a lo dispuesto en la Nota Legal 7 de este;;;;;;
;;Capítulo 14 kg;;;;;;
;3907.61.00.90;Resinas alcídicas: - Con un índice de viscosidad superior o igual a 78 ml/g: - Los demás;14;;14;;;kg
;3907.69.00;- - Los demás:;;;;;;
;3907.69.00.10;Resinas alcídicas: - Los demás: - Del tipo posconsumo reciclado descontaminado (PCRD), excluidos de la;;;;;;
;;Partida 39.15 conforme a lo dispuesto en la Nota Legal 7 de este;;;;;;
;;Capítulo 14 kg;;;;;;
;3907.69.00.90;Resinas alcídicas: - Los demás: - Los demás;14;;14;;;kg
;3907.70.00.00;Poli(ácido láctico);14;;14;;;kg
;;3907.9 - Los demás poliésteres:;;;;;;
;3907.91.00.00;Resinas alcídicas: - No saturados 14 0A;14;0A;;;;kg
;3907.99;- - Los demás:;;;;;;
;3907.99.1;- - - Poli(tereftalato de butileno):;;;;;;
;3907.99.11.00;Resinas alcídicas: - Los demás: - Poli(tereftalato de butileno): - Con carga de fibra de vidrio 14 2E,0A;14;2E,0A;;;;kg
;3907.99.12.00;Resinas alcídicas: - Los demás: - Poli(tereftalato de butileno): - Los demás, en las formas previstas en la Nota 6 a) de este;este;;;;;
;;Capítulo 2 0A kg;;;;;;
;3907.99.19.00;Resinas alcídicas: - Los demás: - Poli(tereftalato de butileno): - Los demás 2 0A;2;0A;;;;kg
;3907.99.9;- - - Los demás:;;;;;;
;3907.99.91.00;Resinas alcídicas: - Los demás: - Los demás: - En las formas previstas en la Nota 6 a) de este Capítulo 14 0A;14;0A;;;;kg
;3907.99.92.00;Resinas alcídicas: - Los demás: - Los demás: - Poli(epsilon caprolactona) 2 0A;2;0A;;;;kg
;3907.99.93.00;Resinas alcídicas: - Los demás: - Los demás: - Copolímero de tereftalato de dimetilo, ciclohexanodimetanol y ácido;;;;;;
;;isoftálico 2 0A kg;;;;;;
;3907.99.94.00;Resinas alcídicas: - Los demás: - Los demás: - Copolímero de tereftalato de dimetilo, ciclohexanodimetanol y;y;;;;;
;;tetrametil ciclobutanodiol 2 0A kg;;;;;;
;3907.99.95.00;Resinas alcídicas: - Los demás: - Los demás: - Copolímero de tereftalato de dimetilo, ciclohexanodimetanol y;y;;;;;
;;etilenglicol 2 0A kg;;;;;;
;3907.99.99.00;Resinas alcídicas: - Los demás: - Los demás: - Los demás 14 0A;14;0A;;;;kg
;39.08;POLIAMIDAS EN FORMAS PRIMARIAS.;;;;;;
;3908.10;- Poliamidas-6,-11,-12,-6,6,-6,9,-6,10 o -6,12:;;;;;;
;3908.10.1;- - En las formas previstas en la Nota 6 a) de este Capítulo:;;;;;;
;3908.10.11.00;Poliamidas-6,-11,-12,-6,6,-6,9,-6,10 o -6,12: - En las formas previstas en la Nota 6 a) de este Capítulo: - Poliamida-11 2 0A;2;0A;;;;kg
