pagina_pdf;codigo;descripcion;aec;ex_aec;regimen_importacion;regimen_exportacion;regimen_fisica;unidad
215;;máquinasdefabricarpapelomáquinassimilares(porejemplo: parapasta,;;;;;;
215;;para amiantocemento):;;;;;;
215;5911.31.00.00;- - De peso inferior a 650 g/m²;26;;;;;kg
215;5911.32.00.00;- - De peso superior o igual a 650 g/m²;26;0A;;;;kg
215;5911.40.00.00;- Telasfiltrantes,capachosytelasgruesasdelostiposutilizadosenlasprensas;;;;;;
215;;de aceite o para usos técnicos análogos, incluidos los de cabello 26 kg;;;;;;
215;5911.90.00.00;- Los demás;26;0A;;;;kg
215;;CAPÍTULO 60;;;;;;
215;;TEJIDOS DE PUNTO;;;;;;
215;;Notas.;;;;;;
215;;1. Este Capítulo no comprende:;;;;;;
215;;"a) los encajes de croché o ganchillo de la partida 58.04;";;;;;;
215;;"b) las etiquetas, escudos y artículos similares, de punto, de la partida 58.07;";;;;;;
215;;c) los tejidos de punto impregnados, recubiertos, revestidos o estratificados, del Capítulo 59. Sin embargo, el terciopelo, la felpa y los tejidos con;;;;;;
215;;bucles, de punto, incluso impregnados, recubiertos, revestidos o estratificados, se clasifican en la partida 60.01.;;;;;;
215;;2. Este Capítulo comprende también los tejidos de punto fabricados con hilos de metal, de los tipos utilizados en prendas de vestir, tapicería o usos;;;;;;
215;;similares.;;;;;;
215;;3. En la Nomenclatura, la expresión de punto incluye los productos obtenidos mediante costura por cadeneta en los que las mallas estén constituidas por;;;;;;
215;;hilados textiles.;;;;;;
215;;Nota de subpartida.;;;;;;
215;;1. La subpartida 6005.35 comprende los tejidos de monofilamentos de polietileno o de multifilamentos de poliéster, con un peso superior o igual a 30 g/m2;;;;;;
215;;pero inferior o igual a 55 g/m2, cuya malla contenga una cantidad superior o igual a 20 perforaciones/cm2 pero inferior o igual a 100 perforaciones/cm2,;;;;;;
215;;impregnados o recubiertos con alfa-cipermetrina (ISO), clorfenapir (ISO), deltametrina (DCI, ISO), lambda-cialotrina (ISO), permetrina (ISO) o pirimifos-;;;;;;
215;;metil (ISO).;;;;;;
215;60.01;TERCIOPELO, FELPA (INCLUIDOS LOSTEJIDOS DEPUNTO«DEPELO;;;;;;
215;;LARGO») Y TEJIDOS CON BUCLES, DE PUNTO.;;;;;;
215;6001.10;- Tejidos «de pelo largo»:;;;;;;
215;6001.10.10.00;- - De algodón;26;;;;m²;
215;6001.10.20.00;- - De fibras sintéticas o artificiales;26;;;;m²;
215;6001.10.90.00;- - De las demás materias textiles;26;;;;m²;
215;;6001.2 - Tejidos con bucles:;;;;;;
215;6001.21.00.00;- - De algodón;26;;;;m²;
215;6001.22.00.00;- - De fibras sintéticas o artificiales;26;;;;m²;
215;6001.29.00.00;- - De las demás materias textiles;26;;;;m²;
215;;6001.9 - Los demás:;;;;;;
215;6001.91.00.00;- - De algodón;26;;;;m²;
215;6001.92.00.00;- - De fibras sintéticas o artificiales;26;;;;m²;
215;6001.99.00.00;- - De las demás materias textiles;26;;;;m²;
215;60.02;TEJIDOSDEPUNTODEANCHURAINFERIOROIGUALA30cm,CONUN;;;;;;
215;;CONTENIDODEHILADOSDEELASTÓMEROSODEHILOSDECAUCHO;;;;;;
215;;SUPERIOROIGUALAL5%ENPESO,EXCEPTOLOSDELAPARTIDA;;;;;;
215;60.01;;;;;;;
215;6002.40;- Conuncontenidodehiladosdeelastómerossuperioroigualal5%enpeso,;;;;;;
215;;sin hilos de caucho:;;;;;;
215;6002.40.10.00;- - De algodón;26;;;;m²;
215;6002.40.20.00;- - De fibras sintéticas o artificiales;26;;;;m²;
215;6002.40.90.00;- - De las demás materias textiles;26;;;;m²;
215;6002.90;- Los demás:;;;;;;
215;6002.90.10.00;- - De algodón;26;;;;m²;
215;6002.90.20.00;- - De fibras sintéticas o artificiales;26;;;;m²;
215;6002.90.90.00;- - De las demás materias textiles;26;;;;m²;
215;60.03;TEJIDOS DE PUNTO DE ANCHURA INFERIOR O IGUAL A 30;cm,;;;;;
215;;EXCEPTO LOS DE LAS PARTIDAS 60.01 O 60.02.;;;;;;
215;6003.10.00.00;- De lana o pelo fino;26;0A;;;m²;
215;6003.20.00.00;- De algodón;26;;;;m²;
215;6003.30.00.00;- De fibras sintéticas;26;;;;m²;
215;6003.40.00.00;- De fibras artificiales;26;;;;m²;
215;6003.90.00.00;- Los demás;26;0A;;;m²;
215;60.04;TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON;UN;;;;;
215;;CONTENIDODEHILADOSDEELASTÓMEROSODEHILOSDECAUCHO;;;;;;
215;;SUPERIOROIGUALAL5%ENPESO,EXCEPTOLOSDELAPARTIDA;;;;;;
215;60.01;;;;;;;
215;6004.10;- Conuncontenidodehiladosdeelastómerossuperioroigualal5%enpeso,;;;;;;
215;;sin hilos de caucho:;;;;;;
215;6004.10.1;- - De algodón:;;;;;;
215;6004.10.11.00;- - - Crudos o blanqueados;26;;;;m²;
215;6004.10.12.00;- - - Teñidos;26;;;;m²;
215;6004.10.13.00;- - - Con hilados de distintos colores;26;;;;m²;
215;6004.10.14.00;- - - Estampados;26;;;;m²;
215;6004.10.3;- - De fibras sintéticas:;;;;;;
216;6004.10.31.00;- - - Crudos o blanqueados;26;;;;m²;
216;6004.10.32.00;- - - Teñidos;26;;;;m²;
216;6004.10.33.00;- - - Con hilados de distintos colores;26;;;;m²;
216;6004.10.34.00;- - - Estampados;26;;;;m²;
216;6004.10.4;- - De fibras artificiales:;;;;;;
216;6004.10.41.00;- - - Crudos o blanqueados;26;;;;m²;
216;6004.10.42.00;- - - Teñidos;26;;;;m²;
216;6004.10.43.00;- - - Con hilados de distintos colores;26;;;;m²;
216;6004.10.44.00;- - - Estampados;26;;;;m²;
216;6004.10.9;- - De las demás materias textiles:;;;;;;
216;6004.10.91.00;- - - Crudos o blanqueados;26;;;;m²;
216;6004.10.92.00;- - - Teñidos;26;;;;m²;
216;6004.10.93.00;- - - Con hilados de distintos colores;26;;;;m²;
216;6004.10.94.00;- - - Estampados;26;;;;m²;
216;6004.90;- Los demás:;;;;;;
216;6004.90.10.00;- - De algodón;26;;;;m²;
216;6004.90.30.00;- - De fibras sintéticas;26;;;;m²;
216;6004.90.40.00;- - De fibras artificiales;26;;;;m²;
216;6004.90.90.00;- - De las demás materias textiles;26;;;;m²;
216;60.05;TEJIDOS DE PUNTOPORURDIMBRE (INCLUIDOLOSOBTENIDOSEN;;;;;;
216;;TELARESDEPASAMANERÍA),EXCEPTOLOSDELASPARTIDAS60.01A;;;;;;
216;60.04;;;;;;;
216;;6005.2 - De algodón:;;;;;;
216;6005.21.00.00;- - Crudos o blanqueados;26;;;;m²;
216;6005.22.00.00;- - Teñidos;26;;;;m²;
216;6005.23.00.00;- - Con hilados de distintos colores;26;;;;m²;
216;6005.24.00.00;- - Estampados;26;;;;m²;
216;;6005.3 - De fibras sintéticas:;;;;;;
216;6005.35.00.00;- - Tejidos mencionados en la Nota 1 de subpartida de este Capítulo;26;;;;m²;
216;6005.36.00.00;- - Los demás, crudos o blanqueados;26;;;;m²;
216;6005.37.00.00;- - Los demás, teñidos;26;;;;m²;
216;6005.38.00.00;- - Los demás, con hilados de distintos colores;26;;;;m²;
216;6005.39.00.00;- - Los demás, estampados;26;;;;m²;
216;;6005.4 - De fibras artificiales:;;;;;;
216;6005.41.00.00;- - Crudos o blanqueados;26;;;;m²;
216;6005.42.00.00;- - Teñidos;26;;;;m²;
216;6005.43.00.00;- - Con hilados de distintos colores;26;;;;m²;
216;6005.44.00.00;- - Estampados;26;;;;m²;
216;6005.90;- Los demás:;;;;;;
216;6005.90.10.00;- - De lana o pelo fino;26;;;;m²;
216;6005.90.90.00;- - Los demás;26;;;;m²;
216;60.06;LOS DEMÁS TEJIDOS DE PUNTO.;;;;;;
216;6006.10.00.00;- De lana o pelo fino;26;;;;m²;
216;;6006.2 - De algodón:;;;;;;
216;6006.21.00.00;- - Crudos o blanqueados;26;;;;m²;
216;6006.22.00.00;- - Teñidos;26;;;;m²;
216;6006.23.00.00;- - Con hilados de distintos colores;26;;;;m²;
216;6006.24.00.00;- - Estampados;26;;;;m²;
216;;6006.3 - De fibras sintéticas:;;;;;;
216;6006.31;- - Crudos o blanqueados:;;;;;;
216;6006.31.10.00;- - - De nailon o demás poliamidas;26;;;;m²;
216;6006.31.20.00;- - - De poliésteres;26;;;;m²;
216;6006.31.30.00;- - - Acrílicas o modacrílicas;26;;;;m²;
216;6006.31.90.00;- - - Los demás;26;;;;m²;
216;6006.32;- - Teñidos:;;;;;;
216;6006.32.10.00;- - - De nailon o demás poliamidas;26;;;;m²;
216;6006.32.20.00;- - - De poliésteres;26;;;;m²;
216;6006.32.30.00;- - - Acrílicas o modacrílicas;26;;;;m²;
216;6006.32.90.00;- - - Los demás;26;;;;m²;
216;6006.33;- - Con hilados de distintos colores:;;;;;;
216;6006.33.10.00;- - - De nailon o demás poliamidas;26;;;;m²;
216;6006.33.20.00;- - - De poliésteres;26;;;;m²;
216;6006.33.30.00;- - - Acrílicas o modacrílicas;26;;;;m²;
216;6006.33.90.00;- - - Los demás;26;;;;m²;
216;6006.34;- - Estampados:;;;;;;
217;6006.34.10.00;- - - De nailon o demás poliamidas;26;;;;m²;
217;6006.34.20.00;- - - De poliésteres;26;;;;m²;
217;6006.34.30.00;- - - Acrílicas o modacrílicas;26;;;;m²;
217;6006.34.90.00;- - - Los demás;26;;;;m²;
217;;6006.4 - De fibras artificiales:;;;;;;
217;6006.41.00.00;- - Crudos o blanqueados;26;;;;m²;
217;6006.42.00.00;- - Teñidos;26;;;;m²;
217;6006.43.00.00;- - Con hilados de distintos colores;26;;;;m²;
217;6006.44.00.00;- - Estampados;26;;;;m²;
217;6006.90.00.00;- Los demás;26;;;;m²;
217;;CAPÍTULO 61;;;;;;
217;;PRENDAS Y COMPLEMENTOS (ACCESORIOS), DE VESTIR, DE PUNTO;;;;;;
217;;Notas.;;;;;;
217;;1. Este Capítulo solo comprende artículos de punto confeccionados.;;;;;;
217;;2. Este Capítulo no comprende:;;;;;;
217;;"a) los artículos de la partida 62.12;";;;;;;
217;;"b) los artículos de prendería de la partida 63.09;";;;;;;
217;;c) los artículos de ortopedia, tales como bragueros para hernias, fajas medicoquirúrgicas (partida 90.21).;;;;;;
217;;3. En las partidas 61.03 y 61.04:;;;;;;
217;;a) se entiende por trajes (ambos o ternos) y trajes sastre los surtidos formados por dos o tres prendas de vestir confeccionadas en su superficie;;;;;;
217;;exterior con la misma tela y compuestos por:;;;;;;
217;;- una sola chaqueta (saco) que cubra la parte superior del cuerpo, cuyo exterior, excepto las mangas, esté constituido por cuatro o más;;;;;;
217;;piezas, eventualmente acompañada de un solo chaleco sastre en el que su parte delantera esté confeccionada con la misma tela que la;;;;;;
217;;"superficie exterior de los demás componentes del surtido y cuya espalda sea de la misma tela que el forro de la chaqueta (saco); y";;;;;;
217;;- una sola prenda que cubra la parte inferior del cuerpo y que consista en un pantalón largo, un pantalón corto (calzón), un short (excepto de;;;;;;
217;;baño), una falda o una falda pantalón, sin tirantes (tiradores) ni peto.;;;;;;
217;;Todos los componentes del traje (ambo o terno) o del traje sastre deberán confeccionarse con una tela de la misma estructura, color y;;;;;;
217;;"composición; además, deberán ser del mismo estilo y de tallas correspondientes o compatibles. Sin embargo, estos componentes pueden";;;;;;
217;;presentar un vivo (tira de tela cosida a las costuras) de una tela diferente.;;;;;;
217;;Si se presentan simultáneamente varias prendas de la parte inferior, por ejemplo: un pantalón largo y un short o dos pantalones largos, o una;;;;;;
217;;falda o falda pantalón y un pantalón, se dará prioridad al pantalón largo o a uno de ellos como parte inferior constitutiva del traje (ambo o terno),;;;;;;
217;;y a la falda o falda pantalón en el caso del traje sastre, clasificándose separadamente las demás prendas.;;;;;;
217;;Aunque no cumplan todas las condiciones antes citadas, la expresión trajes (ambos o ternos) también comprende los trajes de etiqueta o de;;;;;;
217;;noche siguientes:;;;;;;
217;;- el chaqué, en el que la chaqueta (saco), lisa, presenta faldones redondeados que descienden muy bajo hacia atrás, con un pantalón de;;;;;;
217;;"rayas verticales;";;;;;;
217;;- el frac, hecho generalmente de tela negra, con una chaqueta (saco) relativamente corta por delante, que se mantiene abierta, con los;;;;;;
217;;"faldones estrechos, escotados en las caderas y colgantes por detrás;";;;;;;
217;;- el esmoquin, en el que la chaqueta (saco), aunque quizás permita mayor visibilidad de la pechera, es de corte similar al de la chaqueta;;;;;;
217;;(saco) común y presenta la particularidad de llevar solapas brillantes de seda o de imitación de seda.;;;;;;
217;;b) Se entiende por conjunto un surtido de prendas de vestir (excepto los artículos de las partidas 61.07, 61.08 o 61.09) que comprenda varias;;;;;;
217;;prendas confeccionadas con una misma tela, acondicionado para la venta al por menor y compuesto por:;;;;;;
217;;- una sola prenda que cubra la parte superior del cuerpo, excepto el pulóver que puede constituir una segunda prenda exterior solamente en;;;;;;
217;;"el caso de los «twinset» o un chaleco que puede constituir una segunda prenda en los demás casos; y";;;;;;
217;;- una o dos prendas diferentes que cubran la parte inferior del cuerpo y que consistan en un pantalón largo, un pantalón con peto, un;;;;;;
217;;pantalón corto (calzón), un short (excepto de baño), una falda o una falda pantalón.;;;;;;
217;;"Todos los componentes del conjunto deben tener la misma estructura, estilo, color y composición; además, deben ser de tallas correspondientes o";;;;;;
217;;compatibles. El término conjunto no comprende los conjuntos de abrigo para entrenamiento o deporte ni los monos (overoles) y conjuntos de;;;;;;
217;;esquí, de la partida 61.12.;;;;;;
217;;4. Las partidas 61.05 y 61.06 no comprenden las prendas de vestir con bolsillos por debajo de la cintura o con acanalado elástico u otro medio para ceñir el;;;;;;
217;;bajo de la prenda, ni las prendas que tengan una media inferior a 10 puntos por centímetro lineal en cada dirección, contados en una superficie mínima;;;;;;
217;;de 10 cm x 10 cm. La partida 61.05 no comprende las prendas sin mangas.;;;;;;
217;;Las camisas y blusas camiseras son prendas destinadas a cubrir la parte superior del cuerpo y llevan mangas, largas o cortas, así como una abertura,;;;;;;
217;;incluso parcial, a partir del escote. Las blusas son prendas holgadas también destinadas a cubrir la parte superior del cuerpo. Pueden carecer de;;;;;;
217;;mangas y tener o no una abertura en el escote. Las camisas, blusas y blusas camiseras también pueden tener un cuello.;;;;;;
217;;5. La partida 61.09 no comprende las prendas de vestir con acanalado elástico, cordón corredizo u otro medio para ceñir el bajo.;;;;;;
217;;6. En la partida 61.11:;;;;;;
217;;a) la expresión prendas y complementos (accesorios), de vestir, para bebés se refiere a los artículos para niños de corta edad con estatura no;;;;;;
217;;"superior a 86 cm;";;;;;;
217;;b) los artículos susceptibles de clasificarse en la partida 61.11 y en otras partidas de este Capítulo se clasifican en la partida 61.11.;;;;;;
217;;7. En la partida 61.12, se entiende por monos (overoles) y conjuntos de esquí, las prendas de vestir o surtidos de prendas de vestir que, por su aspecto;;;;;;
217;;general y su textura, sean identificables como destinados principalmente para uso en la práctica del esquí (alpino o de fondo). Se componen de:;;;;;;
217;;"a) un mono (overol) de esquí, es decir, una prenda de una sola pieza que cubre la parte superior y la inferior del cuerpo; además de mangas y cuello,";;;;;;
217;;"este artículo puede llevar bolsillos y trabillas; o";;;;;;
217;;b) un conjunto de esquí, es decir, un surtido de prendas de vestir que comprenda dos o tres prendas, acondicionado para la venta al por menor y;;;;;;
217;;compuesto por:;;;;;;
217;;- una sola prenda del tipo anorak, cazadora o artículo similar, con cierre de cremallera (cierre relámpago), eventualmente acompañada de un;;;;;;
217;;"chaleco; y";;;;;;
217;;- un solo pantalón, aunque suba por encima de la cintura, un solo pantalón corto (calzón) o un solo pantalón con peto.;;;;;;
217;;El conjunto de esquí puede también estar compuesto por un mono (overol) de esquí del tipo mencionado anteriormente y por una especie de;;;;;;
217;;chaqueta (saco) acolchada sin mangas que se viste sobre el mono (overol).;;;;;;
217;;Todos los componentes del conjunto de esquí deben estar confeccionados con una tela de la misma textura, estilo y composición, del mismo color o;;;;;;
217;;"de colores distintos; además, deben ser de tallas correspondientes o compatibles.";;;;;;
217;;8. Las prendas de vestir susceptibles de clasificarse en la partida 61.13 y en otras partidas de este Capítulo, excepto en la partida 61.11, se clasifican en la;;;;;;
217;;partida 61.13.;;;;;;
217;;9. Las prendas de vestir de este Capítulo que se cierren por delante de izquierda sobre derecha se consideran como prendas para hombres o niños, y;;;;;;
217;;aquellas que se cierren por delante de derecha sobre izquierda, como prendas para mujeres o niñas. Estas disposiciones no se aplicarán cuando el corte;;;;;;
217;;de la prenda indique manifiestamente que ha sido diseñada para uno u otro sexo.;;;;;;
217;;Las prendas que no sean identificables como prendas para hombres o niños, o como prendas para mujeres o niñas, se clasifican con estas últimas.;;;;;;
217;;10. Los artículos de este Capítulo pueden confeccionarse con hilos de metal.;;;;;;
217;61.01;ABRIGOS, CHAQUETONES, CAPAS, ANORAKS, CAZADORAS;Y;;;;;
217;;ARTÍCULOS SIMILARES, DE PUNTO, PARA HOMBRES O NIÑOS,;;;;;;
217;;EXCEPTO LOS ARTÍCULOS DE LA PARTIDA 61.03.;;;;;;
217;6101.20.00.00;- De algodón;35;12E;;;;u
217;6101.30.00.00;- De fibras sintéticas o artificiales;35;12E;20;;;u
217;6101.90;- De las demás materias textiles:;;;;;;
217;6101.90.10.00;- - De lana o pelo fino;35;;;;;u
217;6101.90.90.00;- - Los demás;35;;;;;u
218;61.02;ABRIGOS, CHAQUETONES, CAPAS, ANORAKS, CAZADORAS;Y;;;;;
218;;ARTÍCULOSSIMILARES,DEPUNTO,PARAMUJERESONIÑAS,EXCEPTO;;;;;;
218;;LOS ARTÍCULOS DE LA PARTIDA 61.04.;;;;;;
218;6102.10.00.00;- De lana o pelo fino;35;12E;;;;u
218;6102.20.00.00;- De algodón;35;12E;;;;u
218;6102.30.00.00;- De fibras sintéticas o artificiales;35;12E;;;;u
218;6102.90.00.00;- De las demás materias textiles;35;;;;;u
218;61.03;TRAJES (AMBOS O TERNOS), CONJUNTOS, CHAQUETAS (SACOS),;;;;;;
218;;PANTALONESLARGOS,PANTALONESCONPETO,PANTALONESCORTOS;;;;;;
218;;(CALZONES) Y SHORTS (EXCEPTO DE BAÑO), DE PUNTO, PARA;;;;;;
218;;HOMBRES O NIÑOS.;;;;;;
218;6103.10;- Trajes (ambos o ternos):;;;;;;
218;6103.10.10.00;- - De lana o pelo fino;35;12E;;;;u
218;6103.10.20.00;- - De fibras sintéticas;35;;;;;u
218;6103.10.90.00;- - De las demás materias textiles;35;;;;;u
218;;6103.2 - Conjuntos:;;;;;;
218;6103.22.00.00;- - De algodón;35;12E;;;;u
218;6103.23.00.00;- - De fibras sintéticas;35;12E;;;;u
218;6103.29;- - De las demás materias textiles:;;;;;;
218;6103.29.10.00;- - - De lana o pelo fino;35;;;;;u
218;6103.29.90.00;- - - Los demás;35;;;;;u
218;;6103.3 - Chaquetas (sacos):;;;;;;
218;6103.31.00.00;- - De lana o pelo fino;35;;;;;u
218;6103.32.00.00;- - De algodón;35;12E;;;;u
218;6103.33.00.00;- - De fibras sintéticas;35;12E;;;;u
218;6103.39.00.00;- - De las demás materias textiles;35;;;;;u
218;;6103.4 - Pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts:;;;;;;
218;6103.41.00.00;- - De lana o pelo fino;35;;;;;u
218;6103.42.00.00;- - De algodón;35;;;;;u
218;6103.43.00.00;- - De fibras sintéticas;35;;;;;u
218;6103.49.00.00;- - De las demás materias textiles;35;;;;;u
218;61.04;TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), VESTIDOS,;;;;;;
218;;FALDAS,FALDASPANTALÓN,PANTALONESLARGOS,PANTALONESCON;;;;;;
218;;PETO, PANTALONES CORTOS (CALZONES) Y SHORTS (EXCEPTO DE;;;;;;
218;;BAÑO), DE PUNTO, PARA MUJERES O NIÑAS.;;;;;;
218;;6104.1 - Trajes sastre:;;;;;;
218;6104.13.00.00;- - De fibras sintéticas;35;;;;;u
218;6104.19;- - De las demás materias textiles:;;;;;;
218;6104.19.10.00;- - - De lana o pelo fino;35;;;;;u
218;6104.19.20.00;- - - De algodón;35;;;;;u
218;6104.19.90.00;- - - Los demás;35;;;;;u
218;;6104.2 - Conjuntos:;;;;;;
218;6104.22.00.00;- - De algodón;35;12E;;;;u
218;6104.23.00.00;- - De fibras sintéticas;35;12E;;;;u
218;6104.29;- - De las demás materias textiles:;;;;;;
218;6104.29.10.00;- - - De lana o pelo fino;35;;;;;u
218;6104.29.90.00;- - - Los demás;35;;;;;u
218;;6104.3 - Chaquetas (sacos):;;;;;;
218;6104.31.00.00;- - De lana o pelo fino;35;;;;;u
218;6104.32.00.00;- - De algodón;35;;;;;u
218;6104.33.00.00;- - De fibras sintéticas;35;12E;;;;u
218;6104.39.00.00;- - De las demás materias textiles;35;;;;;u
218;;6104.4 - Vestidos:;;;;;;
218;6104.41.00.00;- - De lana o pelo fino;35;12E;;;;u
218;6104.42.00.00;- - De algodón;35;12E;;;;u
218;6104.43.00.00;- - De fibras sintéticas;35;12E;;;;u
218;6104.44.00.00;- - De fibras artificiales;35;12E;;;;u
218;6104.49.00.00;- - De las demás materias textiles;35;;;;;u
218;;6104.5 - Faldas y faldas pantalón:;;;;;;
218;6104.51.00.00;- - De lana o pelo fino;35;;;;;u
218;6104.52.00.00;- - De algodón;35;12E;;;;u
218;6104.53.00.00;- - De fibras sintéticas;35;12E;;;;u
218;6104.59.00.00;- - De las demás materias textiles;35;;;;;u
218;;6104.6 - Pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts:;;;;;;
218;6104.61.00.00;- - De lana o pelo fino;35;12E;;;;u
218;6104.62.00.00;- - De algodón;35;12E;;;;u
219;6104.63.00.00;- - De fibras sintéticas;35;12E;;;;u
219;6104.69.00.00;- - De las demás materias textiles;35;;;;;u
219;61.05;CAMISAS DE PUNTO PARA HOMBRES O NIÑOS.;;;;;;
219;6105.10.00.00;- De algodón;35;;;;;u
219;6105.20.00.00;- De fibras sintéticas o artificiales;35;12E;;;;u
219;6105.90.00.00;- De las demás materias textiles;35;;;;;u
219;61.06;CAMISAS,BLUSASYBLUSASCAMISERAS,DEPUNTO,PARAMUJERESO;;;;;;
219;;NIÑAS.;;;;;;
219;6106.10.00.00;- De algodón;35;;;;;u
219;6106.20.00.00;- De fibras sintéticas o artificiales;35;12E;;;;u
219;6106.90.00.00;- De las demás materias textiles;35;;;;;u
219;61.07;CALZONCILLOS(INCLUIDOSLOSLARGOSYLOSSLIPS),CAMISONES,;;;;;;
219;;PIJAMAS, ALBORNOCES DE BAÑO, BATAS DE CASA Y ARTÍCULOS;;;;;;
219;;SIMILARES, DE PUNTO, PARA HOMBRES O NIÑOS.;;;;;;
219;;6107.1 - Calzoncillos (incluidos los largos y los slips):;;;;;;
219;6107.11.00.00;- - De algodón;35;12E;;;;u
219;6107.12.00.00;- - De fibras sintéticas o artificiales;35;12E;;;;u
219;6107.19.00.00;- - De las demás materias textiles;35;;;;;u
219;;6107.2 - Camisones y pijamas:;;;;;;
219;6107.21.00.00;- - De algodón;35;12E;;;;u
219;6107.22.00.00;- - De fibras sintéticas o artificiales;35;12E;;;;u
219;6107.29.00.00;- - De las demás materias textiles;35;;;;;u
219;;6107.9 - Los demás:;;;;;;
219;6107.91.00.00;- - De algodón;35;;;;;u
219;6107.99;- - De las demás materias textiles:;;;;;;
219;6107.99.10.00;- - - De fibras sintéticas o artificiales;35;;;;;u
219;6107.99.90.00;- - - Los demás;35;;;;;u
219;61.08;COMBINACIONES, ENAGUAS, BRAGAS (BOMBACHAS, CALZONES);;;;;;
219;;(INCLUSO LAS QUE NO LLEGAN HASTA LA CINTURA), CAMISONES,;;;;;;
219;;PIJAMAS,SALTOSDECAMA,ALBORNOCESDEBAÑO,BATASDECASAY;;;;;;
219;;ARTÍCULOS SIMILARES, DE PUNTO, PARA MUJERES O NIÑAS.;;;;;;
219;;6108.1 - Combinaciones y enaguas:;;;;;;
219;6108.11.00.00;- - De fibras sintéticas o artificiales;35;;;;;u
219;6108.19.00.00;- - De las demás materias textiles;35;;;;;u
219;;6108.2 - Bragas (bombachas, calzones) (incluso las que no llegan hasta la cintura):;;;;;;
219;6108.21.00.00;- - De algodón;35;12E;;;;u
219;6108.22.00.00;- - De fibras sintéticas o artificiales;35;12E;;;;u
219;6108.29.00.00;- - De las demás materias textiles;35;;;;;u
219;;6108.3 - Camisones y pijamas:;;;;;;
219;6108.31.00.00;- - De algodón;35;12E;;;;u
219;6108.32.00.00;- - De fibras sintéticas o artificiales;35;12E;;;;u
219;6108.39.00.00;- - De las demás materias textiles;35;;;;;u
219;;6108.9 - Los demás:;;;;;;
219;6108.91.00.00;- - De algodón;35;;;;;u
219;6108.92.00.00;- - De fibras sintéticas o artificiales;35;12E;;;;u
219;6108.99.00.00;- - De las demás materias textiles;35;;;;;u
219;61.09;«T-SHIRTS» Y CAMISETAS, DE PUNTO.;;;;;;
219;6109.10.00.00;- De algodón;35;12E;;;;u
219;6109.90.00.00;- De las demás materias textiles;35;;;;;u
219;61.10;SUÉTERES (JERSEYS), PULÓVERES, CARDIGAN, CHALECOS;Y;;;;;
219;;ARTÍCULOS SIMILARES, DE PUNTO.;;;;;;
219;;6110.1 - De lana o pelo fino:;;;;;;
219;6110.11.00.00;- - De lana;35;12E;;;;u
219;6110.12.00.00;- - De cabra de Cachemira;35;;;;;u
219;6110.19.00.00;- - Los demás;35;;;;;u
219;6110.20.00.00;- De algodón;35;;;;;u
219;6110.30.00.00;- De fibras sintéticas o artificiales;35;;;;;u
219;6110.90.00.00;- De las demás materias textiles;35;;;;;u
219;61.11;PRENDAS Y COMPLEMENTOS (ACCESORIOS), DE VESTIR, DE PUNTO,;;;;;;
219;;PARA BEBÉS.;;;;;;
219;6111.20.00.00;- De algodón;35;12E;;;;u
219;6111.30.00.00;- De fibras sintéticas;35;;;;;u
219;6111.90;- De las demás materias textiles:;;;;;;
219;6111.90.10.00;- - De lana o pelo fino;35;;;;;u
219;6111.90.90.00;- - Los demás;35;;;;;u
220;61.12;CONJUNTOS DE ABRIGO PARA ENTRENAMIENTO O DEPORTE;;;;;;
220;;(CHANDALES), MONOS (OVEROLES) Y CONJUNTOS DE ESQUÍ Y;;;;;;
220;;BAÑADORES, DE PUNTO.;;;;;;
220;;6112.1 - Conjuntos de abrigo para entrenamiento o deporte (chandales):;;;;;;
220;6112.11.00.00;- - De algodón;35;;;;;u
220;6112.12.00.00;- - De fibras sintéticas;35;;;;;u
220;6112.19.00.00;- - De las demás materias textiles;35;;;;;u
220;6112.20.00.00;- Monos (overoles) y conjuntos de esquí;35;;;;;u
220;;6112.3 - Bañadores para hombres o niños:;;;;;;
220;6112.31.00.00;- - De fibras sintéticas;35;12E;;;;u
220;6112.39.00.00;- - De las demás materias textiles;35;;;;;u
220;;6112.4 - Bañadores para mujeres o niñas:;;;;;;
220;6112.41.00.00;- - De fibras sintéticas;35;12E;;;;u
220;6112.49.00.00;- - De las demás materias textiles;35;;;;;u
220;6113.00.00.00;PRENDASDEVESTIRCONFECCIONADASCONTEJIDOSDEPUNTODE;;;;;;
220;;LAS PARTIDAS 59.03, 59.06 O 59.07. 35 12E u;;;;;;
220;61.14;LAS DEMÁS PRENDAS DE VESTIR, DE PUNTO.;;;;;;
220;6114.20.00.00;- De algodón;35;12E;;;;u
220;6114.30.00.00;- De fibras sintéticas o artificiales;35;12E;;;;u
220;6114.90;- De las demás materias textiles:;;;;;;
220;6114.90.10.00;- - De lana o pelo fino;35;;;;;u
220;6114.90.90.00;- - Los demás;35;;;;;u
220;61.15;CALZAS,PANTY-MEDIAS,LEOTARDOS,MEDIAS,CALCETINESYDEMÁS;;;;;;
220;;ARTÍCULOSDECALCETERÍA,INCLUSODECOMPRESIÓNPROGRESIVA;;;;;;
